publication_date,news_section,travel_departure_date,travel_duration,travel_arrival_date,travel_departure_port,travel_port_of_call_list,travel_arrival_port,ship_type,ship_name,cargo_list,master_role,master_name,parsed_text
1854-03-22,E,1854-03-17,4dias,1854-03-21,Mobila,nan,La Habana,gol. .,Lwis,con maderas a los Stes. Ping y Pesant,cap.,Crowell,"De Mobila en 4 dias gol. . Lwis, cap. Crowell, ton. 191, con maderas a los Stes. Ping y Pesant"
1854-03-28,E,1854-03-11,16dias,1854-03-27,Savannah,nan,La Habana,berg amer.,Confidens,"193, con arroz, & D. 8. C. Burnham y comp.",cap.,Metville,"De Savannah en 16 dias berg amer. Confidens, cap. Metville, .ton. 193, con arroz, & D. 8. C. Burnham y comp."
1854-03-28,E,1854-02-13,42dins,1854-03-27,Liverpool,nan,La Habana,"berg, esp.",Beinta,"con mercancias, los Sres. Lewton y Tulte.",cap.,Teliechen,"De Liverpool en 42 dins berg, esp. Beinta,cap. Teliechen, ton. 103, con mercancias, los Sres. Lewton y Tulte."
1854-03-28,E,1854-02-26,29dins,1854-03-27,Portland,nan,La Habana,frag. am.,F. A. Perley,"219, con merennefas, & D S. C. Burnham y comp",ap.,Stanwoo.,"De Portland en 29 dins frag. am. F. A. Perley, eap. Stanwoo.), ton. 219, con merennefas, & D S. C. Burnham y comp"
1854-03-28,E,1854-02-14,41dias,1854-03-27,Marzo 27. De Ardrossan,nan,La Habana,"frg, norueg",Deodata,"ton, 332, con carbon AA! los Sres, Volalda W y comp. De Savannah en 11 dius bremer. R. B Lawton, cap. Gard ner, ton 19, con arroz a D S. C Barnain y comp.",ep,Sell,"Marzo 27. De Ardrossan en 41 dias frg, norueg Deodata, ep Sell ter, ton, 332, con carbon AA! los Sres, Volalda W y comp. De Savannah en 11 dius bremer. R. B Lawton, cap. Gard ner, ton 19, con arroz a D S. C Barnain y comp."
1854-03-30,E,1854-03-26,3dias,1854-03-29,: New Orleans,nan,La Habana,vapor am.,Empire City,"con ciertos, AAo los rez. Drake y comp. -Pasar St.",cap.,Mac Instry,": New Orleans en 3 dias vapor am. Empire City, cap. Mac Instry, ton. 1730, con ciertos, AAo los rez. Drake y comp. -Pasar St."
1854-03-30,E,1854-03-24,5dias,1854-03-29,New York,nan,La Habana,berg. am.,Eracline,"con viveres, AA! los Sres. Mangegn, D. y comp.",cap.,Staples,"De New York en 5 dias berg. am. Eracline, cap. Staples, ton. 18, con viveres, AA! los Sres. Mangegn, D. y comp."
1854-03-30,E,1854-03-06,23dias,1854-03-29,Battimore,nan,La Habana,fraz. am.,Margareth,"en lastre, a capitan.",ap.,Merryman,"De Battimore en 23 dias fraz. am. Margareth, eap. Merryman, ton. 450. en lastre, a capitan."
1854-03-30,E,1854-02-27,30dins,1854-03-29,Portland,nan,La Habana,"goi, umer.",D. NicolAA!s,"ton. 91, run envases, AA! los Sres. Caluzne II.",cap.,Drinkwa,"De Portland en 30 dins goi, umer. D. NicolAA!s, cap. Drinkwa ter. ton. 91, run envases, AA! los Sres. Caluzne II."
1854-03-30,E,1854-03-28,1dias,1854-03-29,Cardiff,nan,La Habana,"fing, dan.",Nayade,3:3. con carbon loc Sres. Drake y comp.,cap.,Farburg,"De Cardiff en 1 dias fing, dan. Nayade, cap. Farburg, ten, 3:3. con carbon loc Sres. Drake y comp."
1854-03-30,E,1854-03-05,24dins,1854-03-29,Portland,nan,La Habana,"trag, er.",R. H. Kaight,"con maderas, a los Sees. Drake y comp.",cap.,Smith,"De Portland en 24 dins trag, er. R. H. Kaight, cap. Smith ton. 20, con maderas, a los Sees. Drake y comp."
1854-03-30,E,1854-03-18,11?,1854-03-29,Wilmingtea,nan,La Habana,trg. nm.,Sarave,con anderes AA! Barham y Cp.,cap.,B'gley,"De Wilmingtea en 11 trg. nm. Sarave, cap. B'gley, ton. 10.con anderes AA! Barham y Cp."
1854-03-30,E,1854-03-15,14dias,1854-03-29,", Charleston",Charleston,La Habana,gol. in.,Alvarn,con minderas AA! Adot.,cap.,Joy,"De, Charleston en 14 dias gol. in. Alvarn to, cap. Joy, ton. 129. con minderas AA! Adot."
1854-03-30,E,1854-03-14,15dias,1854-03-29,Wilmingten,nan,La Habana,berg. am.,Tangier,con maderas AA! Berim y Cp.,cap.,Grittin,"De Wilmingten en 15 dias berg. am. Tangier, cap. Grittin, ton. 154. con maderas AA! Berim y Cp."
1854-03-30,E,1854-03-13,16dins,1854-03-29,Wilmington,nan,La Habana,"berg, am.",Delmont Loke,con interas AA! Baraham y Cp.,cap.,Park,"De Wilmington en 16 dins berg, am. Delmont Loke, cap. Park, ton. 160, con interas AA! Baraham y Cp."
1854-03-30,E,1854-03-17,12dias,1854-03-29,New-Bedford,nan,La Habana,"feng, aia.",Huntress,en lastre at capitan.,cap.,Atwood,"De New-Bedford en 12 dias feng, aia. Huntress, cap. Atwood, ton. 667. en lastre at capitan."
1854-03-30,E,1854-03-06,23dias,1854-03-29,New-York,nan,La Habana,"fing, nm.",Brillant,con lastre al capitan.,cap.,Miller,"De New-York en 23 dias fing, nm. Brillant, cap. Miller, ton. 314 con lastre al capitan."
1854-03-30,E,1854-02-12,45dias,1854-03-29,Cardiff,nan,La Habana,berg belga,Amphitrite.,"con carlo, & D. E. Meet y comp",cap.,Deswelg.,"De Cardiff en 45 dias berg belga Amphitrite. cap. Deswelg. ton. 223. con carlo, & D. E. Meet y comp"
1854-03-30,E,1854-03-23,6dias,1854-03-29,New Orienns,nan,La Habana,gol. ant.,Alice,"119. con viveres, los Sre. Sotolongo, A. y comp",cap.,Butler,"De New Orienns en 6 dias gol. ant. Alice, cap. Butler, fon. 119. con viveres, los Sre. Sotolongo, A. y comp"
1854-03-30,E,1854-03-05,24dias,1854-03-29,N. w-York,nan,La Habana,"fing, amer.",Alagun,"330, con maderns, al capitan.",cap.,Burgess,"De N. w-York en 24 dias fing, amer. Alagun, cap. Burgess, tA!A>>i? 1/2n. 330, con maderns, al capitan."
1854-03-30,E,1854-02-24,33dins,1854-03-29,New York,nan,La Habana,"frag, nin.",John Benson,"con mereaneins, a los Sres. Drake y comp",cap.,Berinaster.,"De New York en 33 dins frag, nin. John Benson, cap. Berinaster. ton. 264, con mereaneins, a los Sres. Drake y comp"
1854-03-30,E,1854-03-06,23dias,1854-03-29,Po find,nan,La Habana,berg. am.,Susan Duncan,"con envases, a los Sres. Utici, P. y comp.",cap.,Harriman,"De Po find en 23 dias berg. am. Susan Duncan, cap. Harriman ton. 152, con envases, a los Sres. Utici, P. y comp."
1854-03-30,E,1854-03-06,23dias,1854-03-29,Boston,nan,La Habana,"frag, am.",Kntalidii,"en lastre, ul capitan.",p.,Eustis,"De Boston en 23 dias frag, am. Kntalidii, cup. Eustis, ton. 347. en lastre, ul capitan."
1854-04-05,E,1854-03-21,14dias,1854-04-04,Filadelfa,nan,La Habana,fc-g.atter.,Azoff,con carbon al capitan.,cap,Simons,"De Filadelfa en 14 dias fc-g.atter. Azoff, cap Simons, tn. 295, con carbon al capitan."
1854-04-05,E,1854-03-13,22dias,1854-04-04,Saco,nan,La Habana,"nail, amer.",Juana,con tabine & los Sres. Cirici P. y comp.,cap,Baker,"De Saco en 22 dias nail, amer. Juana, cap Baker, ton. 1 con tabine & los Sres. Cirici P. y comp."
1854-04-05,E,1854-03-18,17dis,1854-04-04,Portland,nan,La Habana,"berg, nm.",Manzanillo,"185, con malem, AA! los Sres. Mauger y comp.",cap.,Bayley,"De Portland en 17 dis berg, nm. Manzanillo, cap. Bayley, tou 185, con malem, AA! los Sres. Mauger y comp."
1854-04-05,E,1854-03-26,9dins,1854-04-04,New-York,nan,La Habana,frag. franc.,St Joseph,"Sres, Mangonga, D. y comp","e,",AA,"De New-York en 9 dins frag. franc. St Joseph, capit. Gazelin ton. 617, en lastre, AA  los Sres, Mangonga, D. y comp"
1854-04-05,E,1854-03-17,18dias,1854-04-04,Te Fi adelfia,nan,La Habana,frag am.,Express,"248. con carbon, al capiten.","p,",Ford,"Te Fi adelfia en 18 dias frag am. Express, enp, Ford, tou. 248. con carbon, al capiten."
1854-04-07,E,1854-03-26,11dias,1854-04-06,Apalachicola,nan,La Habana,"pail, amer.",Margareth Ann,"cun malerne, os Sree. Druke y en. De New-York en 11 dias frag frane. Lylie, cap. Le Comte, ton. 21%, en lure, & los Sres Zangroniz. II. y comp.",cap.,Smith,"Apalachicola en 11 dias pail, amer. Margareth Ann,cap. Smith, ton. 51, cun malerne, os Sree. Druke y en. De New-York en 11 dias frag frane. Lylie, cap. Le Comte, ton. 21%, en lure, & los Sres Zangroniz. II. y comp."
1854-04-07,E,1854-04-01,5dias,1854-04-06,New Orleans,nan,La Habana,berg. min.,S. J. Peters,3,o,-Stes. Drake y,"De New Orleans en 5 dias berg. min. S. J. Peters, can. Smith, tor. 115, con viveres, & lo-Stes. Drake y comp-Pag. 3"
1854-04-07,E,1854-03-26,11dins,1854-04-06,Boston,nan,La Habana,fmg. nu.,Petterhoff,"con envies, & D. R. Morison y comp.",p.,Weetendorff,"De Boston en 11 dins fmg. nu. Petterhoff, cp. Weetendorff, ton 495, con envies, & D. R. Morison y comp."
1854-04-07,E,1854-04-04,2dia,1854-04-06,Saco,nan,La Habana,berg. am.,General Boyd,"con enves, al capitan.",cap.,Gilpatrick,"De Saco en 2 dia berg. am. General Boyd, cap. Gilpatrick, ton 147. con enves, al capitan."
1854-04-07,E,1854-03-27,10dine,1854-04-06,Filadelfia,nan,La Habana,fragiam.,Marr A. Whitler,"en lastre, al capitan.",cap.,Jones,"De Filadelfia en 10 dine fragiam. Marr A. Whitler, cap. Jones ton. 453 en lastre, al capitan."
1854-04-07,E,1854-03-27,10dias,1854-04-06,Boston,nan,La Habana,frag. am.,Pilgrim,"lastre. AA! los Sree Mungong, D. y comp.",cap.,Robinson,"De Boston en 10 dias frag. am. Pilgrim, cap. Robinson, ton. en lastre. AA! los Sree Mungong, D. y comp."
1854-04-07,E,1854-03-10,27dias,1854-04-06,Wiscasselt,nan,La Habana,berg. an,Ada,"con envases D. R. Mor son y comp-Conduco 6 nAA!ufragos, del bang. am. Globe que se perdiAA3 sobre Cavo Sal el 4 del corriente.",cap.,Chise,"De Wiscasselt en 27 dias berg. an Ada, cap. Chise, ton. 293, con envases D. R. Mor son y comp-Conduco 6 nAA!ufragos, del bang. am. Globe que se perdiAA3 sobre Cavo Sal el 4 del corriente."
1854-04-07,E,1854-04-01,5dias,1854-04-06,New Orleans,nan,La Habana,gul. a.,Simpson Hart,"con trigo, AA! los Bres. Ulrici, P. y cump.",cap.,Huster,"De New Orleans en 5 dias gul. a. Simpson Hart, cap. Huster, ton. 91, con trigo, AA! los Bres. Ulrici, P. y cump."
1854-04-07,E,1854-02-10,55dias,1854-04-06,o Greenok,nan,La Habana,frag. ing.,Gartaber,"254, con carbon. & D. E. Fesser.",cap.,Chiene,"Do Greenok en 55 dias frag. ing. Gartaber, cap. Chiene, tonel. 254, con carbon. & D. E. Fesser."
1854-04-07,E,1854-04-05,1dia,1854-04-06,Matanzas,nan,La Habana,"fag, am.",Elisa A. Cochran,"320, en lastro. & D. J. Zulueta y comp.",p.,Cochran,"De Matanzas en 1 dia fag, am. Elisa A. Cochran, cp. Cochran son. 320, en lastro. & D. J. Zulueta y comp."
1854-04-08,E,1854-04-01,6dias,1854-04-07,Now Orleans,nan,La Habana,berg mer.,Browaville,"146. com vivere 10 Sies. Caluzne y herms. De Nw York en 9 das frag, mer. James Me Hick, cup. La then, ton 721, en lastre al p.""",cap.,Rodgers,"Now Orleans en 6 dias berg mer. Browaville, cap. Rodgers tom. 146. com vivere 10 Sies. Caluzne y herms. De Nw York en 9 das frag, mer. James Me Hick, cup. La then, ton 721, en lastre al p."""
1854-04-08,E,1854-03-29,9?,1854-04-07,New York,nan,La Habana,cias fragatur.,Spencer Kirby,"40, en lastre at cap.",cap.,Treear.,"De New York en 9 cias fragatur. Spencer Kirby, cap. Treear. titon 40, en lastre at cap."
1854-04-08,E,1854-04-04,3?,1854-04-07,a Corn,nan,La Habana,difeng cp.,Teresa,"con frutos, AA! los Sres. Sumi ye mp-Pas",p.,Funes,"Da Cornen 3 difeng cp. Teresa, emp. Funes, ton. 200 con frutos, AA! los Sres. Sumi ye mp-Pas"
1854-04-09,E,1854-03-26,13dius,1854-04-08,Boston,nan,La Habana,frag am.,Chile,oon hielo y envases al cap.,cap.,Wibcoms,"De Boston en 13 dius frag am. Chile, cap. Wibcoms, ton. 569, oon hielo y envases al cap."
1854-04-09,E,1854-04-07,1dia,1854-04-08,Matanzas,nan,La Habana,gol. am.,Heyward,en lastre & D. J. Mazorta y cAA3mp.,cap.,Me. Dougald,"De Matanzas en 1 dia gol. am. Heyward, cap. Me. Dougald, ton. 80 en lastre & D. J. Mazorta y cAA3mp."
1854-04-09,E,1854-03-28,11dias,1854-04-08,Boston,nan,La Habana,"fag, am.",Pamgastuk,con envases & D. R. Morisony comp.,cap.,Pratts,"De Boston en 11 dias fag, am. Pamgastuk, cap. Pratts, ton. 413 con envases & D. R. Morisony comp."
1854-04-09,E,1854-03-29,10dias,1854-04-08,a New-York,nan,La Habana,"frag, am.",Express,"con mercancAAas, & los Sres. Drake y comp.",cap.,Boss,"Da New-York en 10 dias frag, am. Express, cap. Boss, ton. 161, con mercancAAas, & los Sres. Drake y comp."
1854-04-11,E,1854-04-03,7dias,1854-04-10,Buenos Aires,nan,La Habana,berg. esp,Wi,"con taxajo, 4 D. J. Mazorra y comp",cap.,Ferrer,"Buenos Aires en 7 dias berg. esp Wi fredo, cap. Ferrer, ton. 217, con taxajo, 4 D. J. Mazorra y comp"
1854-04-11,E,1854-02-12,57dias,1854-04-10,Liverpool,nan,La Habana,"berg, esp.",Lucia,con mercan.ins AA! los Sres. Clarke y comp.,cap.,Lopez,"De Liverpool en 57 dias berg, esp. Lucia, cap. Lopez, ton 86 con mercan.ins AA! los Sres. Clarke y comp."
1854-04-11,E,1854-02-24,45dias,1854-04-10,Mallorca,nan,La Habana,beg. esp.,Americano,con frutos & los Sres. SamAA! y Comp.,cap.,Pujol,"De Mallorca en 45 dias beg. esp. Americano, cap. Pujol, ton. 187 con frutos & los Sres. SamAA! y Comp."
1854-04-11,E,1854-02-28,41dies,1854-04-10,Mallorea,Pto. Rien,La Habana,brg. esp.,Astrea,"ton. 131.com futos, los S, Sam y comp.",p.,Oli.,"De Mallorea y Pto. Rien en 41 dies brg. esp. Astrea, enp. Oli. ver, ton. 131.com futos, los S, Sam y comp."
1854-04-12,E,1854-02-21,49?,1854-04-11,MAA!laga,nan,La Habana,sherg. esp.,Earique,101 con fretas D. L. tiarcin,cap.,BarcelAA,"De MAA!laga en 49 sherg. esp. Earique, cap. BarcelAA3, ton. 101 con fretas D. L. tiarcin"
1854-04-13,E,1854-04-02,10dins,1854-04-12,1 New-O.leans,nan,La Habana,"gol, amor.",Midas,"frag. mer. Ahi, eap. JAA!uregui, ton. 101, con azAAocar AA! D. M. Santeles.",e,"H.
De Matanzasen","1 New-O.leans en 10 dins gol, amor. Midas, espit. Rauch, ton. 183. con viveretores. Cze H.
De Matanzasen dins frag. mer. Ahi, eap. JAA!uregui, ton. 101, con azAAocar AA! D. M. Santeles."
1854-04-13,E,1854-03-25,18?,1854-04-12,Boston,nan,La Habana,pail. am.,Marein,"con e fectos y polvora, al capitau.",ap.,Davis,"De Boston en 18 pail. am. Marein, eap. Davis, ton. 157, con e fectos y polvora, al capitau."
1854-04-18,E,1854-04-10,7?,1854-04-17,New-Orleans,nan,La Habana,"insberg, am.",Mary Elizabeth,"& vivere, AA  los Sres. Herrern, M. comp.",cap.,Mac Connell,"e New-Orleans en 7 insberg, am. Mary Elizabeth, cap. Mac Connell, ton. 127, & vivere, AA  los Sres. Herrern, M. comp."
1854-04-18,E,1854-04-16,1dia,1854-04-17,Bahia Honda,nan,La Habana,pait. nm.,Don Nicolas,"ton. D4, con mieles, los S. Janenez y comp.",cap.,Drinkwa,"De Bahia Honda en 1 dia pait. nm. Don Nicolas, cap. Drinkwa ter, ton. D4, con mieles, los S. Janenez y comp."
1854-04-18,E,1854-04-02,15?,1854-04-17,New-York,nan,La Habana,dinsf again.,Henty Shelton,"en Instre, al expitan.",cap.,Loomb,"De New-York en 15 dinsf again. Henty Shelton, cap. Loomb ton. 386. en Instre, al expitan."
1854-04-18,E,1854-04-05,12di,1854-04-17,Mobila,nan,La Habana,spil. m.,Pakir.,"con tabas, & los Sres Cahuzne II.",cap.,Hopkins,"De Mobila en 12 di spil. m. Pakir. cap. Hopkins, ton. 100, con tabas, & los Sres Cahuzne II."
1854-04-18,E,(1854-04-17)-(I dia),Idia,1854-04-17,Da Bahia Honda,nan,La Habana,"x, amer.",Ophir,"11. con mieles, & los Stes. Ulrici, l'. y camp.""",ap.,7ray,"Da Bahia Honda en Idia x, amer. Ophir, eap. 7ray, fun. 11. con mieles, & los Stes. Ulrici, l'. y camp."""
1854-04-18,E,1854-04-13,4dias,1854-04-17,Cienfuegos,nan,La Habana,frag. trane,Panurze,"en lastre los res. Kolbe, L. y comp.",p.,Bancet,"De Cienfuegos en 4 dias frag. trane Panurze, enp. Bancet, ton. 230, en lastre los res. Kolbe, L. y comp."
1854-04-18,E,1854-04-13,4dins,1854-04-17,Buena Aires e Monteri-n,nan,La Habana,gol. ep.,Pepa,"en 42 has fraz, esp, San AndrAA(c)s, cupit. Berdaguer, tom, co futus, os See, SamAA! y comp-Pas 5 Abill 17-Hasta las 2 no bubo entradas vi sujidas, y no quedaba buque AA  la vista.","o,","AA! D. J. J. Carrer.
De Tarragona y","De Buena Aires e Monteri-n en 4 dins gol. ep. Pepa, enpit. .Mora. ton. 154, con tunjo, AA! D. J. J. Carrer.
De Tarragona y MAA!laga en 42 has fraz, esp, San AndrAA(c)s, cupit. Berdaguer, tom, co futus, os See, SamAA! y comp-Pas 5 Abill 17-Hasta las 2 no bubo entradas vi sujidas, y no quedaba buque AA  la vista."
1854-04-19,E,1854-02-28,49dias,1854-04-18,Literpm,nan,La Habana,barges.,Caria,"183. con mererelas, D. G. I. Martin z.",cap.,Avaitua,"De Literpm en 49 dias barges. Caria, cap. Avaitua, tone!. 183. con mererelas, D. G. I. Martin z."
1854-04-19,E,1854-04-03,15?,1854-04-18,Savallosh,nan,La Habana,disberg an.,D.,"com arrow. 2 D. 8. Barnhmy comp De Wilmington en 10 Son 70, con tails, & D Datter en 12 lias pil win. J. A Taylor, cap. Walker, C T-2.3 das berg, e-p. Milagro, cap. Larrinaga, ton. 197. con harini, & los res.brinus de D. J. Gum.z y ep.Pang 11.",cap.,Cottill,"De Savallosh en 15 disberg an. D. it igers, cap. Cottill, ton. 187. com arrow. 2 D. 8. Barnhmy comp De Wilmington en 10 Son 70, con tails, & D Datter en 12 lias pil win. J. A Taylor, cap. Walker, C T-2.3 das berg, e-p. Milagro, cap. Larrinaga, ton. 197. con harini, & los res.brinus de D. J. Gum.z y ep.Pang 11."
1854-04-19,E,1854-03-07,42dias,1854-04-18,Bardens,nan,La Habana,berg. cap.,Nueve Luz,"96, con mercanelas, & jos Sres. Magog, D. y comp.","cap,",Galtes,"De Bardens en 42 dias berg. cap. Nueve Luz, cap, Galtes, fon. 96, con mercanelas, & jos Sres. Magog, D. y comp."
1854-04-20,E,1854-04-15,4dias,1854-04-19,Monin,nan,La Habana,"pail, amer.",Star,"con U tablas, AA! los res. Kobbe, L. y comp.",cap.,Russell,"De Monin en 4 dias pail, amer. Star, cap. Russell, ton. 91, con U tablas, AA! los res. Kobbe, L. y comp."
1854-04-20,E,1854-02-26,52dins,1854-04-19,la CoruAA+-ty Pto Rico,nan,La Habana,bet esp.,General Laborde,"con frutos, AA  los Sres. Alcinelles y II.-Pa Bageros 43",cap.,Mayo,"De la CoruAA+-ty Pto Rico en 52 dins bet esp. General Laborde, cap. Mayo, ton. 11, con frutos, AA  los Sres. Alcinelles y II.-Pa Bageros 43"
1854-04-20,E,1854-04-15,4dine,1854-04-19,Mobila,nan,La Habana,"gol, am.",MA,"con tablar, & los Sres. Ulrici, P. y comp.",cap.,Smith,"De Mobila en 4 dine gol, am. MAC/A!A<<rietta, cap. Smith, ton. 117, con tablar, & los Sres. Ulrici, P. y comp."
1854-04-20,E,1854-04-07,12dias,1854-04-19,New-York,nan,La Habana,"frag, am.",Pacific,"531 en lastre, al capitan.",cap.,Nel:,"De New-York en 12 dias frag, am. Pacific, cap. Nel: on. ton. 531 en lastre, al capitan."
1854-04-23,E,1854-04-01,21dias,1854-04-22,Portland,nan,La Habana,"berg, am.",Antoniettenp Brown,"14 das fing, ain. Bernard, cap. Defans, ton. 077, en lustre, & to S. Rab, comp.",p,De New York,"D Portland en 21 dias berg, am. Antoniettenp Brown, ton. 162.com envases, & DR. Morison y comp
De New York en 14 das fing, ain. Bernard, cap. Defans, ton. 077, en lustre, & to S. Rab, comp."
1854-04-23,E,1854-04-09,13dias,1854-04-22,la CoruAA+-a,nan,La Habana,"tong,",Villa,"Fano, ton. 299, con futuri los Sres. Nodega, O. vcomp.az. 211. A puestas del Sol quedaban dos bergs, mers, sin reconocer por barlevento.",e,Gijon,"De la CoruAA+-a en 13 dias tong, Villa de Gijon, cap Fano, ton. 299, con futuri los Sres. Nodega, O. vcomp.az. 211. A puestas del Sol quedaban dos bergs, mers, sin reconocer por barlevento."
1854-04-26,E,1854-04-18,7dins,1854-04-25,New-Castle,nan,La Habana,"fraz, ing.",Gateshead,con enron a los Sree. Sum comp,cap.,Gladson,"e New-Castle en 7 dins fraz, ing. Gateshead, cap. Gladson, ton. 420, con enron a los Sree. Sum comp"
1854-04-26,E,1854-04-13,12di,1854-04-25,Baltimore,nan,La Habana,"tagamer,",Wallan,custre al capitan.,p.,Wheeler,"De Baltimore en 12 di tagamer, Wallan, e p. Wheeler, ton. 465, custre al capitan."
1854-04-26,E,1854-04-04,21dins,1854-04-25,Borton,nan,La Habana,berg amer.,Chinn,"con envase, AA! DJ. Carricant.",p.,Leman.,"De Borton en 21 dins berg amer. Chinn,enp. Leman. ton. 176, con envase, AA! DJ. Carricant."
1854-04-26,E,1854-03-21,35dias,1854-04-25,Nantes,nan,La Habana,frag. trane.,Sophie Cezard,"254. en lastre, & Sres. Zangro, II y comp",cap.,Sergeant.,"De Nantes en 35 dias frag. trane. Sophie Cezard, cap. Sergeant. ten 254. en lastre, & Sres. Zangro, II y comp"
1854-04-26,E,1854-02-18,66?,1854-04-25,Now-Castle,nan,La Habana,dinsberg. mecki.,Levintzour Telkendori,"con carbon, & in compaAA+-AAa del Gas. A puestas del Sol no quedaba toque la vist.",op.,Guther,"De Now-Castle en 66 dinsberg. mecki. Levintzour Telkendori, op. Guther, ton, 200, con carbon, & in compaAA+-AAa del Gas. A puestas del Sol no quedaba toque la vist."
1854-04-30,E,1854-04-26,3dias,1854-04-29,New-Orleans,nan,La Habana,vapor amer.,Empire City,"con efectos, los Sres. Drake y comp. -Pasag. St.,",cap.,Mae Gowan,"e New-Orleans en 3 dias vapor amer. Empire City, cap. Mae Gowan, ton. 1751, con efectos, los Sres. Drake y comp. -Pasag. St.,"
1854-04-30,E,1854-02-21,67dias,1854-04-29,o Copenhague,nan,La Habana,gol. dan.,Terpsicore,140 con Carl & lo Sres. Balbisni y Comp.,cap.,Tommerap.,"Do Copenhague en 67 dias gol. dan. Terpsicore, cap. Tommerap. tou. 140 con Carl & lo Sres. Balbisni y Comp."
1854-04-30,E,1854-02-10,78dine,1854-04-29,o Hamburgo,nan,La Habana,herg. enn.,Maria,"Font, tou. 8, con mercancias, AA! los Sres. Steil v Wolff.",e los,Reyes,"Do Hamburgo en 78 dine herg. enn. Maria de los Reyes, capitan
Font, tou. 8, con mercancias, AA! los Sres. Steil v Wolff."
1854-04-30,E,1854-02-02,86dias,1854-04-29,Buenos Aires,nan,La Habana,frag esp.,Villa,"Bruguera, ton. 211, con tarajo, AA! los Stres. Sotolongo. A. y comp.",e,Tosin,"De Buenos Aires en 86 dias frag esp. Villa de Tosin, cap. Bruguera, ton. 211, con tarajo, AA! los Stres. Sotolongo. A. y comp."
1854-04-30,E,1854-04-28,1di,1854-04-29,l Mariel,nan,La Habana,gel. amer.,Jenna,"con mieles, AA! los Ster. Ulrici. P. v comp.",ap.,Baker,"Del Mariel en 1 di gel. amer. Jenna, rap. Baker, ton. 157, con mieles, AA! los Ster. Ulrici. P. v comp."
1854-05-02,E,1854-04-25,6din,1854-05-01,Shields,nan,La Habana,berg. ing.,Meggy.,"con carbon, AA! la compaAA+-a del Gs.",cap,Henzeli,"e Shieldsen 6 din berg. ing. Meggy. cap Henzeli, ton, 326, con carbon, AA! la compaAA+-a del Gs."
